tweet_id,timestamp,source,rating,dog_type,year,month,weekday
819952236453363712,2017-01-13 17:00:21,iPhone,1.3,puppo,2017,January,Friday
803773340896923648,2016-11-30 01:31:12,iPhone,1.2,puppo,2016,November,Wednesday
802239329049477120,2016-11-25 19:55:35,iPhone,1.2,puppo,2016,November,Friday
793195938047070209,2016-10-31 21:00:23,iPhone,1.2,puppo,2016,October,Monday
790946055508652032,2016-10-25 16:00:09,iPhone,1.2,puppo,2016,October,Tuesday
787717603741622272,2016-10-16 18:11:26,iPhone,1.3,puppo,2016,October,Sunday
784183165795655680,2016-10-07 00:06:50,Vine-Make a Scene,1.2,puppo,2016,October,Friday
780931614150983680,2016-09-28 00:46:20,iPhone,1.3,puppo,2016,September,Wednesday
756275833623502848,2016-07-21 23:53:04,iPhone,1.0,puppo,2016,July,Thursday
752519690950500352,2016-07-11 15:07:30,iPhone,1.1,puppo,2016,July,Monday
751132876104687617,2016-07-07 19:16:47,iPhone,1.0,puppo,2016,July,Thursday
744995568523612160,2016-06-20 20:49:19,iPhone,0.9,puppo,2016,June,Monday
743253157753532416,2016-06-16 01:25:36,iPhone,1.0,puppo,2016,June,Thursday
738537504001953792,2016-06-03 01:07:16,iPhone,1.1,puppo,2016,June,Friday
